team_abbrev,season,game_type,situation,goals_for,goals_against,x_goals_for,x_goals_against,x_goals_pct,m_unblocked_for,m_unblocked_against
ANA,2021-22,regular,all,217,249,211.6962,250.0287,0.4585,3307,3748
ARI,2021-22,regular,all,196,300,183.645,268.5956,0.4061,2949,3962
BOS,2021-22,regular,all,240,205,244.4726,201.1744,0.5486,3875,3229
BUF,2021-22,regular,all,217,269,200.7366,242.2521,0.4531,3258,3617
CAR,2021-22,regular,all,258,194,266.7189,223.6039,0.544,3937,3184
CBJ,2021-22,regular,all,240,284,219.6314,271.1188,0.4475,3417,3822
CGY,2021-22,regular,all,269,193,269.1548,211.6673,0.5598,3986,3259
CHI,2021-22,regular,all,205,270,215.8397,232.5917,0.4813,3120,3591
COL,2021-22,regular,all,288,220,245.2729,216.5673,0.5311,3789,3491
DAL,2021-22,regular,all,220,225,241.5881,222.6761,0.5204,3453,3501
DET,2021-22,regular,all,212,282,217.1737,259.9194,0.4552,3175,3677
EDM,2021-22,regular,all,264,242,274.7042,250.4537,0.5231,3738,3541
FLA,2021-22,regular,all,318,233,298.0731,229.6555,0.5648,4020,3292
LAK,2021-22,regular,all,216,224,256.2175,235.0816,0.5215,3901,3224
MIN,2021-22,regular,all,291,228,225.3581,211.0269,0.5164,3559,3476
MTL,2021-22,regular,all,205,297,211.6648,264.5618,0.4445,3217,3776
NJD,2021-22,regular,all,235,288,240.1831,240.8088,0.4993,3562,3491
NSH,2021-22,regular,all,245,233,216.7103,242.0311,0.4724,3424,3591
NYI,2021-22,regular,all,219,213,227.4292,243.2818,0.4832,3189,3617
NYR,2021-22,regular,all,234,200,223.6048,234.8467,0.4877,3260,3502
OTT,2021-22,regular,all,210,249,233.9107,257.5393,0.476,3391,3697
PHI,2021-22,regular,all,204,267,217.3264,256.2893,0.4589,3392,3741
PIT,2021-22,regular,all,247,207,259.194,222.41,0.5382,3785,3403
SEA,2021-22,regular,all,199,257,201.7007,212.491,0.487,3298,3252
SJS,2021-22,regular,all,201,238,208.9789,237.2135,0.4684,3293,3661
STL,2021-22,regular,all,287,225,237.3662,237.6573,0.4997,3295,3595
TBL,2021-22,regular,all,274,212,267.2261,233.5505,0.5336,3542,3341
TOR,2021-22,regular,all,296,241,276.4082,215.965,0.5614,3883,3367
VAN,2021-22,regular,all,230,221,237.4132,243.2595,0.4939,3552,3532
VGK,2021-22,regular,all,248,231,253.7462,237.0128,0.517,3793,3332
WPG,2021-22,regular,all,232,237,261.3691,254.2568,0.5069,3608,3681
WSH,2021-22,regular,all,249,232,230.1915,215.1176,0.5169,3559,3334
ANA,2021-22,regular,5on5,154,187,160.9695,174.6841,0.4796,2699,2947
ARI,2021-22,regular,5on5,157,221,139.5219,192.8607,0.4198,2395,3110
BOS,2021-22,regular,5on5,172,144,176.2301,133.5109,0.569,3084,2447
BUF,2021-22,regular,5on5,158,200,151.3038,178.4518,0.4588,2622,2903
CAR,2021-22,regular,5on5,193,142,198.3921,161.0897,0.5519,3170,2514
CBJ,2021-22,regular,5on5,177,214,159.9986,202.7902,0.441,2725,3108
CGY,2021-22,regular,5on5,196,139,197.4587,155.8451,0.5589,3208,2600
CHI,2021-22,regular,5on5,143,192,148.2064,167.714,0.4691,2438,2867
COL,2021-22,regular,5on5,198,153,168.1332,148.8003,0.5305,2924,2711
DAL,2021-22,regular,5on5,147,159,170.3648,161.1922,0.5138,2709,2794
DET,2021-22,regular,5on5,159,203,155.901,190.903,0.4495,2510,2995
EDM,2021-22,regular,5on5,181,173,187.0575,174.5943,0.5172,2933,2753
FLA,2021-22,regular,5on5,218,161,218.1139,161.8263,0.5741,3227,2535
LAK,2021-22,regular,5on5,155,153,180.5021,164.5621,0.5231,3084,2531
MIN,2021-22,regular,5on5,208,150,159.8259,140.4164,0.5323,2749,2626
MTL,2021-22,regular,5on5,155,196,154.5842,185.431,0.4546,2537,2932
NJD,2021-22,regular,5on5,182,216,185.2627,181.3365,0.5054,2938,2910
NSH,2021-22,regular,5on5,165,156,152.0657,156.7875,0.4924,2672,2675
NYI,2021-22,regular,5on5,159,160,165.9061,184.6038,0.4733,2540,2961
NYR,2021-22,regular,5on5,158,148,154.2806,173.466,0.4707,2520,2800
OTT,2021-22,regular,5on5,147,175,160.1385,182.8578,0.4669,2672,2889
PHI,2021-22,regular,5on5,159,190,153.3512,186.4221,0.4513,2634,3007
PIT,2021-22,regular,5on5,180,153,186.2772,158.1444,0.5408,3035,2699
SEA,2021-22,regular,5on5,152,188,147.439,156.973,0.4843,2635,2620
SJS,2021-22,regular,5on5,142,179,152.5071,175.0297,0.4656,2609,2959
STL,2021-22,regular,5on5,200,170,173.2339,180.3079,0.49,2582,2964
TBL,2021-22,regular,5on5,183,149,182.8539,163.5391,0.5279,2738,2622
TOR,2021-22,regular,5on5,208,182,197.1631,160.6549,0.551,3076,2714
VAN,2021-22,regular,5on5,157,143,166.601,172.6194,0.4911,2795,2797
VGK,2021-22,regular,5on5,184,166,189.1158,173.1114,0.5221,3101,2663
WPG,2021-22,regular,5on5,156,162,181.7796,180.1542,0.5022,2832,2889
WSH,2021-22,regular,5on5,179,158,162.0822,155.9415,0.5097,2807,2658
ANA,2021-22,regular,5on4,46,3,33.1478,5.6759,0.8538,392,84
ARI,2021-22,regular,5on4,24,4,25.108,6.3628,0.7978,320,83
BOS,2021-22,regular,5on4,45,6,45.0151,8.926,0.8345,525,112
BUF,2021-22,regular,5on4,46,6,32.4899,7.6073,0.8103,413,91
CAR,2021-22,regular,5on4,47,3,43.6131,6.5994,0.8686,491,84
CBJ,2021-22,regular,5on4,37,5,34.2823,8.1603,0.8077,414,92
CGY,2021-22,regular,5on4,51,3,50.0505,6.0017,0.8929,544,89
CHI,2021-22,regular,5on4,42,6,43.7464,6.0783,0.878,442,88
COL,2021-22,regular,5on4,60,4,51.6941,5.7989,0.8991,579,81
DAL,2021-22,regular,5on4,47,5,44.3454,7.3261,0.8582,455,100
DET,2021-22,regular,5on4,31,9,36.8519,6.7303,0.8456,386,84
EDM,2021-22,regular,5on4,56,6,57.6658,6.6495,0.8966,520,69
FLA,2021-22,regular,5on4,62,8,46.8649,6.6047,0.8765,472,83
LAK,2021-22,regular,5on4,36,8,47.9029,6.9779,0.8729,540,87
MIN,2021-22,regular,5on4,44,5,40.6432,5.9074,0.8731,485,95
MTL,2021-22,regular,5on4,32,12,34.9763,8.1701,0.8106,409,87
NJD,2021-22,regular,5on4,34,14,33.5518,9.6025,0.7775,374,93
NSH,2021-22,regular,5on4,61,5,43.1055,7.6181,0.8498,496,83
NYI,2021-22,regular,5on4,44,6,41.8923,5.9646,0.8754,406,77
NYR,2021-22,regular,5on4,50,2,42.2201,5.1252,0.8917,470,74
OTT,2021-22,regular,5on4,43,4,47.7961,5.7485,0.8926,464,75
PHI,2021-22,regular,5on4,25,8,37.4724,7.2142,0.8386,468,97
PIT,2021-22,regular,5on4,43,7,49.0709,9.0499,0.8443,488,104
SEA,2021-22,regular,5on4,29,5,34.6928,4.8636,0.877,429,74
SJS,2021-22,regular,5on4,38,10,36.1958,6.7391,0.843,423,92
STL,2021-22,regular,5on4,63,5,46.217,7.6332,0.8583,475,91
TBL,2021-22,regular,5on4,56,4,54.668,8.8702,0.8604,534,94
TOR,2021-22,regular,5on4,58,3,47.5649,5.3884,0.8982,506,79
VAN,2021-22,regular,5on4,56,6,45.5546,5.8901,0.8855,491,78
VGK,2021-22,regular,5on4,35,6,39.9551,6.5474,0.8592,439,81
WPG,2021-22,regular,5on4,49,7,50.2538,6.4056,0.8869,510,89
WSH,2021-22,regular,5on4,46,8,41.4493,6.3529,0.8671,482,104
ANA,2021-22,regular,4on5,4,37,5.0378,49.6593,0.0921,71,520
ARI,2021-22,regular,4on5,3,62,4.5371,51.7818,0.0806,72,601
BOS,2021-22,regular,4on5,4,43,6.3879,41.7625,0.1327,89,473
BUF,2021-22,regular,4on5,5,48,4.8917,42.3115,0.1036,77,468
CAR,2021-22,regular,4on5,4,29,9.9555,35.2038,0.2205,119,387
CBJ,2021-22,regular,4on5,7,44,8.4205,43.3943,0.1625,117,451
CGY,2021-22,regular,4on5,6,37,8.0415,35.1676,0.1861,98,407
CHI,2021-22,regular,4on5,2,48,6.1767,41.6696,0.1291,70,462
COL,2021-22,regular,4on5,6,42,6.7188,41.6493,0.1389,86,465
DAL,2021-22,regular,4on5,7,43,5.5067,34.115,0.139,77,398
DET,2021-22,regular,4on5,4,53,5.2393,43.2512,0.108,82,423
EDM,2021-22,regular,4on5,11,51,8.8477,51.535,0.1465,117,536
FLA,2021-22,regular,4on5,12,49,10.9765,45.9284,0.1929,105,524
LAK,2021-22,regular,4on5,11,52,8.0943,46.7589,0.1476,95,459
MIN,2021-22,regular,4on5,2,60,4.2859,47.7658,0.0823,74,566
MTL,2021-22,regular,4on5,5,66,7.0923,51.8361,0.1204,108,572
NJD,2021-22,regular,4on5,5,37,4.8584,35.8103,0.1195,74,356
NSH,2021-22,regular,4on5,2,53,4.3595,54.3846,0.0742,70,577
NYI,2021-22,regular,4on5,4,32,6.2798,35.3495,0.1509,84,410
NYR,2021-22,regular,4on5,7,38,7.0537,41.471,0.1454,82,470
OTT,2021-22,regular,4on5,8,48,8.8809,49.1062,0.1532,97,545
PHI,2021-22,regular,4on5,6,51,6.5307,45.3213,0.1259,85,472
PIT,2021-22,regular,4on5,3,29,4.4652,34.3527,0.115,73,409
SEA,2021-22,regular,4on5,8,51,6.4626,41.5772,0.1345,72,452
SJS,2021-22,regular,4on5,4,30,5.2712,40.6656,0.1147,100,443
STL,2021-22,regular,4on5,7,33,6.0661,33.8448,0.152,88,375
TBL,2021-22,regular,4on5,7,45,7.9756,42.1582,0.1591,79,456
TOR,2021-22,regular,4on5,12,41,10.8588,33.8568,0.2428,124,387
VAN,2021-22,regular,4on5,3,51,5.5267,45.793,0.1077,72,477
VGK,2021-22,regular,4on5,9,46,7.2386,40.2649,0.1524,75,415
WPG,2021-22,regular,4on5,8,50,10.0529,46.7289,0.177,90,499
WSH,2021-22,regular,4on5,7,37,6.4993,35.583,0.1544,72,387
BOS,2021-22,playoffs,all,18,21,19.4534,19.3739,0.501,323,308
CAR,2021-22,playoffs,all,33,36,41.514,37.1733,0.5276,642,586
CGY,2021-22,playoffs,all,31,35,40.4165,34.0681,0.5426,691,501
COL,2021-22,playoffs,all,79,54,64.0866,44.5392,0.59,1053,753
DAL,2021-22,playoffs,all,11,12,16.9047,23.944,0.4138,276,420
EDM,2021-22,playoffs,all,63,55,52.2794,53.4775,0.4943,755,847
FLA,2021-22,playoffs,all,23,27,32.2539,30.1347,0.517,501,406
LAK,2021-22,playoffs,all,16,26,22.8877,24.2757,0.4853,354,352
MIN,2021-22,playoffs,all,14,19,17.4202,16.8836,0.5078,272,243
NSH,2021-22,playoffs,all,9,19,7.9034,15.1014,0.3436,143,227
NYR,2021-22,playoffs,all,58,53,53.8603,72.7922,0.4253,856,1038
PIT,2021-22,playoffs,all,27,26,28.9442,21.1036,0.5783,417,361
STL,2021-22,playoffs,all,36,34,28.6674,34.0859,0.4568,451,581
TBL,2021-22,playoffs,all,60,59,70.4151,69.5413,0.5031,955,1052
TOR,2021-22,playoffs,all,22,21,22.0127,21.8168,0.5022,309,282
WSH,2021-22,playoffs,all,17,20,17.2561,17.9643,0.4899,244,285
BOS,2021-22,playoffs,5on5,10,16,11.0624,11.1276,0.4985,229,209
CAR,2021-22,playoffs,5on5,24,21,28.4166,24.9074,0.5329,485,444
CGY,2021-22,playoffs,5on5,25,27,27.9234,23.2897,0.5452,531,379
COL,2021-22,playoffs,5on5,57,42,45.7292,31.8819,0.5892,844,598
DAL,2021-22,playoffs,5on5,8,10,12.2041,16.6993,0.4222,215,324
EDM,2021-22,playoffs,5on5,46,43,36.8654,35.633,0.5085,602,639
FLA,2021-22,playoffs,5on5,20,16,23.4218,20.0301,0.539,395,297
LAK,2021-22,playoffs,5on5,12,16,14.706,17.8268,0.452,265,294
MIN,2021-22,playoffs,5on5,10,11,11.6504,9.1301,0.5606,199,165
NSH,2021-22,playoffs,5on5,6,12,6.4693,10.3344,0.385,121,175
NYR,2021-22,playoffs,5on5,38,38,39.1296,56.4828,0.4093,686,858
PIT,2021-22,playoffs,5on5,20,18,22.7421,15.1405,0.6003,348,295
STL,2021-22,playoffs,5on5,23,27,17.6497,24.9851,0.414,335,474
TBL,2021-22,playoffs,5on5,41,36,46.5959,45.6296,0.5052,712,787
TOR,2021-22,playoffs,5on5,13,12,13.6223,12.8135,0.5153,220,196
WSH,2021-22,playoffs,5on5,10,18,11.6396,13.9159,0.4555,178,231
BOS,2021-22,playoffs,5on4,5,0,4.7058,0.4871,0.9062,47,14
CAR,2021-22,playoffs,5on4,6,1,8.3845,0.8117,0.9117,102,16
CGY,2021-22,playoffs,5on4,4,1,8.9968,1.7001,0.8411,102,21
COL,2021-22,playoffs,5on4,17,0,13.8944,0.3051,0.9785,144,11
DAL,2021-22,playoffs,5on4,1,0,2.3292,0.6313,0.7868,31,15
EDM,2021-22,playoffs,5on4,12,1,11.6304,1.0313,0.9185,108,20
FLA,2021-22,playoffs,5on4,1,0,6.2619,0.9414,0.8693,69,16
LAK,2021-22,playoffs,5on4,3,2,6.4787,0.5753,0.9184,65,9
MIN,2021-22,playoffs,5on4,4,0,4.4831,0.6572,0.8722,51,11
NSH,2021-22,playoffs,5on4,3,1,0.9643,0.6825,0.5856,13,9
NYR,2021-22,playoffs,5on4,16,3,10.0924,1.2761,0.8877,110,22
PIT,2021-22,playoffs,5on4,5,2,4.0359,1.3592,0.7481,41,14
STL,2021-22,playoffs,5on4,11,0,8.6304,0.6151,0.9335,81,12
TBL,2021-22,playoffs,5on4,13,3,17.3869,2.6099,0.8695,174,36
TOR,2021-22,playoffs,5on4,3,1,5.0619,1.149,0.815,51,10
WSH,2021-22,playoffs,5on4,6,0,2.599,0.156,0.9434,37,2
BOS,2021-22,playoffs,4on5,1,4,0.6244,5.1872,0.1074,13,62
CAR,2021-22,playoffs,4on5,2,11,1.3999,7.088,0.1649,25,75
CGY,2021-22,playoffs,4on5,1,4,0.9194,6.6735,0.1211,25,72
COL,2021-22,playoffs,4on5,2,9,1.6941,9.5919,0.1501,30,104
DAL,2021-22,playoffs,4on5,0,1,0.6609,4.7249,0.1227,9,59
EDM,2021-22,playoffs,4on5,3,10,1.636,14.2732,0.1028,23,147
FLA,2021-22,playoffs,4on5,0,10,0.6502,6.6915,0.0886,8,75
LAK,2021-22,playoffs,4on5,0,7,0.4897,4.6586,0.0951,3,40
MIN,2021-22,playoffs,4on5,0,8,0.1758,6.6504,0.0258,5,59
NSH,2021-22,playoffs,4on5,0,5,0.171,3.2937,0.0494,2,35
NYR,2021-22,playoffs,4on5,2,10,1.8826,11.0025,0.1461,24,117
PIT,2021-22,playoffs,4on5,1,6,0.1448,4.0461,0.0346,5,44
STL,2021-22,playoffs,4on5,0,7,0.6581,7.0689,0.0852,13,73
TBL,2021-22,playoffs,4on5,1,13,1.8748,16.8162,0.1003,26,172
TOR,2021-22,playoffs,4on5,2,5,1.4609,5.5051,0.2097,16,58
WSH,2021-22,playoffs,4on5,0,0,0.5457,2.664,0.17,11,34
ANA,2022-23,regular,all,197,323,207.1542,325.8052,0.3887,3170,4342
ARI,2022-23,regular,all,212,284,204.268,292.6365,0.4111,2944,3977
BOS,2022-23,regular,all,283,168,263.3698,222.3751,0.5422,3621,3410
BUF,2022-23,regular,all,278,280,261.8214,270.6524,0.4917,3594,3629
CAR,2022-23,regular,all,249,197,272.6381,205.0294,0.5708,4201,2901
CBJ,2022-23,regular,all,203,315,227.4356,288.5495,0.4408,3356,4055
CGY,2022-23,regular,all,246,239,276.7982,231.1972,0.5449,4092,3149
CHI,2022-23,regular,all,192,278,200.8344,270.9674,0.4257,3041,3750
COL,2022-23,regular,all,262,211,255.0706,221.6533,0.535,3654,3390
DAL,2022-23,regular,all,263,205,265.0529,231.4914,0.5338,3602,3435
DET,2022-23,regular,all,223,262,216.5737,235.5808,0.479,3179,3502
EDM,2022-23,regular,all,307,247,305.2529,251.0499,0.5487,3680,3461
FLA,2022-23,regular,all,270,249,291.9752,244.093,0.5447,4102,3530
LAK,2022-23,regular,all,256,247,254.3892,228.7376,0.5265,3642,3254
MIN,2022-23,regular,all,221,206,242.4867,230.9956,0.5121,3578,3480
MTL,2022-23,regular,all,219,286,212.8949,286.0249,0.4267,3050,3763
NJD,2022-23,regular,all,270,210,286.3674,229.451,0.5552,3863,3314
NSH,2022-23,regular,all,211,224,236.3835,275.0723,0.4622,3425,3808
NYI,2022-23,regular,all,227,200,238.7558,241.432,0.4972,3519,3590
NYR,2022-23,regular,all,257,210,264.0662,242.1592,0.5216,3607,3336
OTT,2022-23,regular,all,245,255,274.5471,258.6658,0.5149,3813,3528
PHI,2022-23,regular,all,209,257,208.9871,254.5751,0.4508,3330,3641
PIT,2022-23,regular,all,247,248,276.1588,253.1508,0.5217,3868,3608
SEA,2022-23,regular,all,274,240,230.9677,221.4905,0.5105,3529,3208
SJS,2022-23,regular,all,221,294,238.1684,263.5804,0.4747,3362,3671
STL,2022-23,regular,all,246,277,224.6593,264.1613,0.4596,3182,3687
TBL,2022-23,regular,all,262,234,274.1462,249.722,0.5233,3675,3486
TOR,2022-23,regular,all,265,209,276.0973,229.8283,0.5457,3609,3382
VAN,2022-23,regular,all,257,281,236.0119,246.666,0.489,3362,3489
VGK,2022-23,regular,all,251,213,249.0747,229.1903,0.5208,3491,3539
WPG,2022-23,regular,all,231,206,257.6138,229.7869,0.5285,3602,3413
WSH,2022-23,regular,all,241,240,247.2633,251.5132,0.4957,3557,3572
ANA,2022-23,regular,5on5,143,224,147.1574,232.2367,0.3879,2465,3444
ARI,2022-23,regular,5on5,151,180,148.363,188.8951,0.4399,2349,2899
BOS,2022-23,regular,5on5,199,114,182.2602,152.764,0.544,2789,2598
BUF,2022-23,regular,5on5,197,204,194.2187,197.1461,0.4963,2875,2834
CAR,2022-23,regular,5on5,174,139,195.5787,140.3555,0.5822,3333,2242
CBJ,2022-23,regular,5on5,143,231,160.5725,212.1697,0.4308,2620,3264
CGY,2022-23,regular,5on5,182,169,195.9498,159.9525,0.5506,3218,2421
CHI,2022-23,regular,5on5,135,208,146.359,202.3639,0.4197,2411,3062
COL,2022-23,regular,5on5,174,145,177.612,155.5325,0.5331,2837,2685
DAL,2022-23,regular,5on5,175,145,182.4648,160.9743,0.5313,2789,2704
DET,2022-23,regular,5on5,146,183,145.6439,167.611,0.4649,2401,2755
EDM,2022-23,regular,5on5,191,169,206.1782,171.8163,0.5455,2842,2662
FLA,2022-23,regular,5on5,191,159,200.717,170.7132,0.5404,3094,2695
LAK,2022-23,regular,5on5,169,159,180.01,155.8105,0.536,2882,2479
MIN,2022-23,regular,5on5,144,139,160.2345,158.8845,0.5021,2721,2724
MTL,2022-23,regular,5on5,162,200,154.4932,198.4175,0.4378,2432,2903
NJD,2022-23,regular,5on5,197,154,209.8746,167.1213,0.5567,3154,2653
NSH,2022-23,regular,5on5,146,153,166.0196,186.8895,0.4704,2613,2952
NYI,2022-23,regular,5on5,176,145,176.7532,175.6852,0.5015,2836,2895
NYR,2022-23,regular,5on5,180,153,177.612,178.6767,0.4985,2727,2701
OTT,2022-23,regular,5on5,151,177,173.9292,171.8167,0.5031,2842,2619
PHI,2022-23,regular,5on5,152,174,157.6386,178.6559,0.4688,2707,2858
PIT,2022-23,regular,5on5,168,172,197.763,176.1435,0.5289,3062,2802
SEA,2022-23,regular,5on5,209,161,175.883,158.4671,0.526,2891,2520
SJS,2022-23,regular,5on5,168,220,175.6325,189.0162,0.4816,2706,2891
STL,2022-23,regular,5on5,181,188,163.4893,194.5737,0.4566,2550,2962
TBL,2022-23,regular,5on5,175,162,190.1937,175.554,0.52,2834,2701
TOR,2022-23,regular,5on5,184,142,196.9518,162.8315,0.5474,2849,2637
VAN,2022-23,regular,5on5,169,192,157.0138,178.8673,0.4675,2519,2774
VGK,2022-23,regular,5on5,186,159,184.4132,172.2895,0.517,2813,2922
WPG,2022-23,regular,5on5,158,147,180.5165,161.7568,0.5274,2814,2670
WSH,2022-23,regular,5on5,173,182,177.2044,184.7135,0.4896,2814,2861
ANA,2022-23,regular,5on4,35,6,40.9705,7.725,0.8414,474,80
ARI,2022-23,regular,5on4,42,5,36.4563,6.4312,0.85,390,81
BOS,2022-23,regular,5on4,56,7,50.2756,6.1178,0.8915,533,94
BUF,2022-23,regular,5on4,56,5,43.1729,6.1765,0.8748,479,85
CAR,2022-23,regular,5on4,43,5,47.5152,5.828,0.8907,559,85
CBJ,2022-23,regular,5on4,39,8,42.1241,7.8711,0.8426,455,95
CGY,2022-23,regular,5on4,49,6,51.4917,6.7451,0.8842,551,88
CHI,2022-23,regular,5on4,33,7,36.1677,9.7999,0.7868,414,101
COL,2022-23,regular,5on4,57,4,49.101,4.1001,0.9229,519,72
DAL,2022-23,regular,5on4,63,5,56.5861,7.1194,0.8882,558,94
DET,2022-23,regular,5on4,51,10,48.1278,6.0761,0.8879,511,92
EDM,2022-23,regular,5on4,82,6,66.146,4.0432,0.9424,563,67
FLA,2022-23,regular,5on4,59,7,63.5006,6.321,0.9095,653,101
LAK,2022-23,regular,5on4,64,8,50.969,5.1161,0.9088,506,81
MIN,2022-23,regular,5on4,49,2,50.9232,4.6416,0.9165,523,64
MTL,2022-23,regular,5on4,32,2,33.7713,6.0458,0.8482,367,82
NJD,2022-23,regular,5on4,40,7,48.2591,6.0706,0.8883,437,86
NSH,2022-23,regular,5on4,38,6,42.1468,8.5411,0.8315,485,105
NYI,2022-23,regular,5on4,32,7,41.0266,5.9569,0.8732,459,88
NYR,2022-23,regular,5on4,50,4,59.7344,5.3419,0.9179,594,72
OTT,2022-23,regular,5on4,67,10,70.2662,10.0036,0.8754,648,115
PHI,2022-23,regular,5on4,33,5,31.2566,6.9384,0.8183,380,92
PIT,2022-23,regular,5on4,52,5,53.2853,10.7591,0.832,547,119
SEA,2022-23,regular,5on4,43,7,39.6311,4.6599,0.8948,457,74
SJS,2022-23,regular,5on4,37,11,43.2711,6.8391,0.8635,426,85
STL,2022-23,regular,5on4,46,13,41.8726,8.1793,0.8366,438,96
TBL,2022-23,regular,5on4,63,8,52.8542,8.1179,0.8669,508,96
TOR,2022-23,regular,5on4,61,8,57.4389,7.0132,0.8912,535,95
VAN,2022-23,regular,5on4,57,12,53.7232,6.5388,0.8915,581,92
VGK,2022-23,regular,5on4,38,3,42.2718,5.7847,0.8796,458,71
WPG,2022-23,regular,5on4,41,5,50.1877,7.3883,0.8717,520,101
WSH,2022-23,regular,5on4,42,7,42.9325,6.1008,0.8756,464,83
ANA,2022-23,regular,4on5,0,73,2.6851,63.5784,0.0405,81,620
ARI,2022-23,regular,4on5,5,79,5.5349,72.1928,0.0712,73,775
BOS,2022-23,regular,4on5,6,34,9.2796,41.0491,0.1844,114,457
BUF,2022-23,regular,4on5,7,54,8.3218,48.0051,0.1477,91,509
CAR,2022-23,regular,4on5,9,36,7.9631,41.6223,0.1606,107,415
CBJ,2022-23,regular,4on5,4,52,5.9648,49.7252,0.1071,90,515
CGY,2022-23,regular,4on5,8,42,11.9398,44.6296,0.2111,161,465
CHI,2022-23,regular,4on5,7,53,4.4474,43.7315,0.0923,73,439
COL,2022-23,regular,4on5,5,49,5.8132,46.0192,0.1122,77,474
DAL,2022-23,regular,4on5,10,39,7.0371,45.5312,0.1339,89,464
DET,2022-23,regular,4on5,5,50,4.5971,43.5091,0.0956,81,475
EDM,2022-23,regular,4on5,16,57,12.0391,56.616,0.1754,111,569
FLA,2022-23,regular,4on5,4,58,6.9834,48.1941,0.1266,119,541
LAK,2022-23,regular,4on5,7,57,5.7018,46.5192,0.1092,75,493
MIN,2022-23,regular,4on5,12,42,7.5257,45.7327,0.1413,105,494
MTL,2022-23,regular,4on5,7,69,6.5278,63.3447,0.0934,83,609
NJD,2022-23,regular,4on5,9,38,5.9286,40.7894,0.1269,76,429
NSH,2022-23,regular,4on5,6,44,6.7697,60.2692,0.101,86,569
NYI,2022-23,regular,4on5,3,33,4.9663,42.1276,0.1055,60,440
NYR,2022-23,regular,4on5,6,34,7.9705,39.4634,0.168,101,396
OTT,2022-23,regular,4on5,5,53,7.9001,57.1503,0.1214,115,606
PHI,2022-23,regular,4on5,11,53,6.8192,49.8963,0.1202,94,514
PIT,2022-23,regular,4on5,5,50,5.7639,48.9997,0.1053,82,526
SEA,2022-23,regular,4on5,5,49,5.5048,43.4012,0.1126,64,467
SJS,2022-23,regular,4on5,4,41,2.3439,50.7118,0.0442,56,513
STL,2022-23,regular,4on5,6,55,7.348,45.2837,0.1396,79,462
TBL,2022-23,regular,4on5,5,48,7.4983,47.9685,0.1352,104,520
TOR,2022-23,regular,4on5,7,39,8.6381,41.7301,0.1715,105,461
VAN,2022-23,regular,4on5,10,58,5.9966,45.1451,0.1173,64,474
VGK,2022-23,regular,4on5,9,35,5.9961,32.3105,0.1565,60,353
WPG,2022-23,regular,4on5,6,39,5.7217,45.9661,0.1107,75,482
WSH,2022-23,regular,4on5,2,37,6.864,46.2438,0.1292,81,466
BOS,2022-23,playoffs,all,26,24,23.5268,19.4286,0.5477,358,302
CAR,2022-23,playoffs,all,44,37,48.1717,39.9708,0.5465,796,638
COL,2022-23,playoffs,all,17,18,19.8636,16.3164,0.549,328,294
DAL,2022-23,playoffs,all,55,59,54.2268,51.1981,0.5144,847,815
EDM,2022-23,playoffs,all,43,40,43.5986,36.1533,0.5467,559,484
FLA,2022-23,playoffs,all,60,66,60.7641,78.1971,0.4373,958,1094
LAK,2022-23,playoffs,all,20,24,19.3351,23.716,0.4491,262,298
MIN,2022-23,playoffs,all,13,19,18.2276,17.9413,0.504,274,280
NJD,2022-23,playoffs,all,26,38,36.6603,34.3427,0.5163,491,526
NYI,2022-23,playoffs,all,14,16,15.3089,16.5874,0.48,256,297
NYR,2022-23,playoffs,all,16,13,18.254,24.491,0.427,283,298
SEA,2022-23,playoffs,all,43,41,32.669,41.2041,0.4422,592,629
TBL,2022-23,playoffs,all,20,23,18.6254,19.061,0.4942,287,256
TOR,2022-23,playoffs,all,33,34,37.2751,34.2043,0.5215,507,506
VGK,2022-23,playoffs,all,83,56,68.8041,61.6399,0.5275,903,1001
WPG,2022-23,playoffs,all,13,18,13.5485,14.4075,0.4846,226,209
BOS,2022-23,playoffs,5on5,13,15,14.9823,14.3236,0.5112,273,225
CAR,2022-23,playoffs,5on5,31,27,35.818,30.8278,0.5374,649,541
COL,2022-23,playoffs,5on5,12,14,14.1134,13.0848,0.5189,259,248
DAL,2022-23,playoffs,5on5,37,46,40.4773,37.7776,0.5172,676,653
EDM,2022-23,playoffs,5on5,24,26,29.9303,23.7063,0.558,435,365
FLA,2022-23,playoffs,5on5,41,43,45.246,55.6882,0.4483,770,867
LAK,2022-23,playoffs,5on5,11,15,12.5747,18.5113,0.4045,208,251
MIN,2022-23,playoffs,5on5,9,9,11.5284,11.5583,0.4994,198,197
NJD,2022-23,playoffs,5on5,17,28,27.4508,24.4972,0.5284,404,408
NYI,2022-23,playoffs,5on5,11,10,11.3455,12.3271,0.4793,208,244
NYR,2022-23,playoffs,5on5,11,7,12.3377,17.5,0.4135,211,230
SEA,2022-23,playoffs,5on5,33,32,25.2051,30.9189,0.4491,490,508
TBL,2022-23,playoffs,5on5,15,14,12.7077,12.6765,0.5006,229,192
TOR,2022-23,playoffs,5on5,22,25,26.0174,24.5278,0.5147,395,414
VGK,2022-23,playoffs,5on5,66,33,51.3624,42.4285,0.5476,720,790
WPG,2022-23,playoffs,5on5,6,15,9.3251,10.0682,0.4808,175,167
BOS,2022-23,playoffs,5on4,11,1,7.2073,0.5687,0.9269,68,12
